is_trial,max_mrr,total_seats_sub,sub_count,ever_upgraded,ever_downgraded,auto_renew,billing_frequency,plan_tier_sub,ticket_count,mean_resolution_hrs,mean_satisfaction,escalation_count,total_usage_count,total_errors,distinct_features,beta_feature_usage,preceding_downgrade,preceding_upgrade,has_satisfaction_score,tenure_days,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,error_rate,ticket_rate,mrr_per_seat,feature_adoption_score,is_low_usage,tenure_group,health_score,risk_score,engagement_segment
0,-0.1568494684010081,-0.3877243512388467,0.3276825713284499,0,0,1,0.9607689228305228,-1.2020982549181294,-0.019426939105639,0.57561854333611,-1.7489933284549677,-0.4595807008310897,-0.2396499140173331,-0.5953872430833114,-1.3057865552546577,0.3078720115037517,0,1,1,0.4721140203004388,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.6641465233899467,-0.3161684019322333,0.1113095471921788,-1.3057865552546577,0,0.7995900589021114,42.7,10.0,0
0,-0.4746395533124848,-1.2102832448988885,0.0192754453722617,1,1,1,0.9607689228305228,1.2957682488078537,2.0527798988292143,-0.4181107904893337,-1.7489933284549677,-0.4595807008310897,0.122659148871588,0.1485884858649429,0.1193556605758012,0.670074377978754,0,0,1,-1.1782457451669777,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.0631170674572244,2.81997602806237,1.0302957680720048,0.1193556605758009,0,-1.2506408613597126,45.7,35.0,0
0,-0.5143633139264193,0.4348345424211947,0.3276825713284499,1,0,1,0.9607689228305228,1.2957682488078537,0.4986247703780743,0.2998079527233339,0.6606069862890347,-0.4595807008310897,0.4440623498214374,-1.3393629720315656,0.1193556605758012,-0.7787350879212549,0,0,1,-0.8519568517078036,False,False,True,False,False,True,False,False,False,False,False,False,True,False,-2.2010685519427886,0.8083349218693925,-1.0083004261332429,0.1193556605758009,0,-1.2506408613597126,68.5,10.0,2
0,-0.1568494684010081,-0.9111709199316004,0.0192754453722617,1,0,1,0.9607689228305228,1.2957682488078537,0.4986247703780743,0.2349113431673861,0.6606069862890347,-0.4595807008310897,0.5843110193268263,0.0659245159818036,1.5444978764062598,-0.0543303549712504,0,0,1,0.8835217555315713,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-0.5080899815812323,-0.1157779114551322,1.0302957680720048,1.5444978764062596,0,0.7995900589021114,68.4,10.0,2
0,-0.8321533988378961,-0.7616147574479565,0.9444968232408264,1,1,1,0.9607689228305228,-1.2020982549181294,0.4986247703780743,0.8189808291709125,-0.5441931710829664,-0.4595807008310897,0.4090001824450902,1.719203913644591,-0.5932154473394281,-0.0543303549712504,0,0,1,1.1767088771905392,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.8097940040111589,-0.2092437475807664,-0.7016398020476672,-0.5932154473394289,0,0.7995900589021114,48.4,35.0,0
0,-0.4349157926985502,-0.4625024324806687,0.9444968232408264,1,1,1,-1.0408329997330663,1.2957682488078537,-1.055530358073066,-0.0327871712508963,0.0582069076030345,-0.4595807008310897,0.3914690987569166,-0.6780512129664507,0.1193556605758012,0.3078720115037517,0,0,1,-0.1331755211890434,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.3117608041676647,-0.9077074845262356,-0.2699719699813658,0.1193556605758009,0,0.7995900589021114,62.0,25.0,2
0,-0.6732583563821577,0.9582811111139484,-1.522760184408679,1,0,1,0.9607689228305228,1.2957682488078537,-1.055530358073066,-0.6006325048654357,0.0582069076030345,-0.4595807008310897,-1.8408222242038557,-1.5046909117978444,-1.3057865552546577,-1.1409374543962572,0,0,1,-1.008008061623061,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.1307113122787993,-0.6579110536854942,-1.3536626049162497,-1.3057865552546577,1,-1.2506408613597126,51.0,35.0,2
0,-0.872276393226845,0.3600564611793728,-1.522760184408679,1,1,1,0.9607689228305228,1.2957682488078537,1.5347281893455011,-0.4210079605587956,-0.8453932104259665,-0.4595807008310897,-1.7122609438239158,-1.422026941914705,-0.5932154473394281,-1.5031398208712594,0,0,1,-0.814126255364711,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1912330419710085,1.778766863131265,-1.394165367414973,-0.5932154473394289,1,-1.2506408613597126,46.9,50.0,0
0,-0.9513246806796998,-0.6494476355852236,0.0192754453722617,1,0,1,-1.0408329997330663,0.0468349969448621,-0.019426939105639,-0.2153088856269983,0.6606069862890347,-0.4595807008310897,-0.6078026714689788,0.8925642148131973,-1.3057865552546577,-0.0543303549712504,0,0,1,-0.407447344676465,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2.5901717865227174,0.0414232945611832,-1.0374232289076035,-1.3057865552546577,0,0.7995900589021114,53.0,20.0,2
0,-0.1568494684010081,-0.9111709199316004,1.2529039491970144,1,1,1,-1.0408329997330663,0.0468349969448621,-1.055530358073066,0.7378600672259784,0.0582069076030345,-0.4595807008310897,0.1752523999361088,0.2312524557480823,-1.3057865552546577,0.3078720115037517,0,0,1,-0.7857533081073914,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.1188757655596956,-0.7347638707911703,1.0302957680720048,-1.3057865552546577,0,-1.2506408613597126,54.4,35.0,2
